AwardNumber,Program(s),PrincipalInvestigator,Title,StartDate,Abstract
2238275,Info Integration & Informatics,Fenglong Ma,CAREER : Automated Multimodal Learning for Healthcare,8/1/23,"Multimodal learning is one of the central tasks of artificial intelligence ( AI ) , which aims to effectively fuse and model multimodal data to gain a better understanding of the world around us . Many multimodal fusion strategies have been proposed , ranging from manually designed policies to advanced automated machine learning ( AutoML ) -based approaches . Although AutoML-based solutions outperform handcrafted ones , they are still far from optimal due to their lack of generalizability in model design and failure to account for the unique characteristics of multimodal data . This project takes the multimodal healthcare predictive modeling task as a representative example , aiming to discover and identify the optimal way to fuse multimodal data via a new learning paradigm , i.e. , automated multimodal learning , with minimal human interventions . The success of this project will yield new fundamental knowledge in various fields , including automated machine learning , multimodal deep learning , and healthcare predictive modeling . The new automated multimodal learning paradigm will revolutionize multimodal data mining by automatically searching for new and complex yet optimal fusion strategies from the data , potentially motivating researchers and domain experts to understand the multimodal data better . In addition , recognizing unique research challenges posed by the unique nature of multimodal data in the healthcare domain and providing customized solutions will advance the research of healthcare predictive modeling significantly . < br/ > < br/ > To meet these goals , the investigator proposes to equip automated multimodal learning with the ability to model the unique challenges of multimodal health data , including data size variety , noise , and missing modalities . The investigator also proposes to validate the proposed research for different multimodal fusion tasks in healthcare informatics and beyond and gather feedback from experts to refine the proposed research . The results of this project will provide a needed paradigm shift toward automated multimodal data fusion , impacting a broad range of research fields , including machine learning , data mining , and healthcare informatics . The proposed research will also make an enduring contribution to multimodal predictive modeling in clinical practice and other domains . The generated data , source codes , and software tools will be made available to researchers worldwide . The open platform will expedite research , enhance global collaborations in this field , and provide longstanding value for academia , healthcare organizations , and health industries . The proposed education plan will help to ensure that graduates are well equipped to design and evaluate machine learning solutions and cultivate K-12 students ' interest in computer science and informatics . It will also lead to a more diverse population of undergraduate research assistants and enhance collaboration and networking among graduate students. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2239642,HCC-Human-Centered Computing,Brandon Pitts,CAREER : With Age Comes Wisdom : Leveraging Older Adults ' Crystallized Decision-Making Abilities to Develop Adaptive Human-Automation Interfaces for Dynamic Environments,8/1/23,"Adults 65 years and older are now the fastest-growing age group worldwide . At the same time , artificial intelligence ( AI ) and automation continue to penetrate every aspect of human life . Yet despite decades of advances , current technologies in complex transportation , work , and healthcare environments fail to account for the wealth of knowledge that older adults accumulate through their life experiences , which often shapes how they interact with AI and automation . This research aims to overcome this challenge by employing a novel perspective that focuses on the cognitive abilities that improve with age as opposed to those that decline . Specifically , the project will build a framework to : ( 1 ) evaluate how older adults apply their crystallized knowledge to decide whether and when to use automation in safety-critical , dynamic settings ; and , ( 2 ) develop customized decision support techniques that intelligently tailor information to this population 's specific needs . Project outcomes will help to change the narrative on older populations from incapable to empowered , inform the design and capabilities of AI to better align with older adults ? mental models , promote increased technology usage , extend older individuals ? ability to safely and independently collaborate with sophisticated technologies in work , transportation , and leisure settings , and reduce overall technology training needs . A tightly integrated research and education program will engage and empower older adults as well as undergraduate , graduate , and underrepresented students through the development of an interactive online learning community and technology platform , community-based ? design for aging ? research projects , and annual ? digital design for aging ? competitions . < br/ > < br/ > Over the next several decades , the presence of autonomous systems will become even more widespread across many environments . This research will provide a fundamental understanding of how older adults ? prior knowledge and experiences shape their ( intended ) interactions with automation and incorporate this understanding into the design of emerging intelligent systems . The project has two major research thrusts : ( 1 ) identify demographic , behavioral , and performance indicators of application of crystallized knowledge that can predict automation use/disuse decisions in uncertain situations , and ( 2 ) develop an adaptive multimodal decision support system that provides older adults with real-time guidance on when to use automation to maximize safety and performance . A series of human-subject experiments will be conducted in driving , a complex task that older adults have years of experience performing and for which AI and automation promise to extend their ability to perform . Participatory design methods will be used , and data will be collected from younger and older age groups to examine how use of prior knowledge and decision-making strategies change as a function of age . Computational models will be constructed to predict automation use decisions and trigger customized feedback . This work will contribute to advancing theories , frameworks , and methods in several areas including aging , human-automation interaction , multimodal information presentation , and decision support systems. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2239114,Info Integration & Informatics,Todd Treangen,CAREER : A comprehensive computational platform for detecting yet unseen microbial pathogens,5/1/23,"We are in the golden age of our ability to read and write DNA . The sequencing of genomic data found in nature is now democratized , opening the door to a digital library of countless documents of evolutionary history . In parallel , the synthesis of engineered DNA for widespread societal benefits is now automated and affordable , showing incredible promise in recent years . Indeed , recent advances in reading and writing DNA have the potential to resolve major global challenges , such as boosting crop yield to address food shortages , mitigating pollution through carbon capture , and improving pandemic response and preparedness . While these remarkable technological advances can be used for broad societal benefit , they are underutilized for tracking yet-unseen pathogens that can result in widespread economic and public harm . Our ability to read and write DNA at scale , especially with respect to uncovering yet-unseen pathogens and intentionally or unintentionally enhancing existing pathogens , has far outstripped computational tools capable of tracking and preventing misuse . To address this critical gap , the research detailed in this proposal will focus on developing computational tools to aid in detecting yet-unseen pathogens and preventing intentional or unintentional misuse of synthetic DNA . < br/ > < br/ > This project will advocate for a novel paradigm of pathogen detection and monitoring through the pursuit of innovative computational methods and approaches . The research methodology will be motivated by tried and tested approaches in biosurveillance while pursuing innovative computational strategies . Specifically , this project will address four fundamental computational research challenges : ( 1 ) yet-unseen pathogen characterization -- contextualizing taxonomy-based approaches with functions of concern to learn how to identify novel pathogens , ( 2 ) petabyte-scale cataloging of microbial dark matter -- combining probabilistic algorithm development with comparative genomic approaches for the query of known and rare microbial genes , ( 3 ) genetic engineering detection -- discerning engineered DNA from naturally occurring DNA through the development of graph-based pan genomes combined with codon usage bias models , and ( 4 ) implementation of the modular computational platform GuarDNA -- integrating everything together into the first-ever comprehensive platform specifically designed for both biosecurity and biosurveillance . GuarDNA will be designed following software engineering best practices , with code modularity as a key focus to facilitate community engagement . These four research challenges will be accompanied by a comprehensive test and evaluation plan , which both provides an individual assessment of each of the four research thrusts as well as continuous integration testing to provide an overarching evaluation of the GuarDNA platform . This research effort will open the door to novel computational approaches for biosecurity and biosurveillance. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2239727,HCC-Human-Centered Computing,Chia-Fang Chung,CAREER : Transforming Personal Informatics Systems to Support Routine Transitions in Healthy Eating,8/1/23,"Many people use personal informatics technology , such as smartwatches and mobile tracking applications , to support and maintain their healthy eating goals . However , disruptions and transitions of routines , such as moving , job changes , or family illness , can interfere with their ability to stick to their goals . When these transitions happen , they might influence how individuals access healthy eating resources or create challenges for people to maintain their healthy eating behavior outside their established routine . Transitions may also create new needs or change people ? s priorities around healthy eating . However , current personal informatics technology is typically designed based on the assumption that everyday behavior remains static . As a result , when transitions happen in everyday life , existing technologies struggle to help people assess and adapt to the changing needs , constraints , and priorities . Thus , this project aims to examine how personal informatics systems can be designed to support people in healthy eating when experiencing transitions in their routines , individually and collaboratively . < br/ > < br/ > The initial line of work will be to systematically understand people ? s needs and the challenges of healthy eating when transitions in their routines occur . These findings will help create design principles and theoretical foundations supporting technology design around these transitions . The second line of work will iteratively design and develop technologies that can support people to cope with transitions and continue to eat healthily . Finally , the project team will conduct field studies to evaluate the usefulness , usability , and engagement with these technologies over time and in the context of transitions . The project will contribute empirical knowledge , design guidelines , theoretical frameworks , and field-evaluated technology to support healthy eating during transitions in routines . It also includes integrated education and outreach activities for universities , high schools , and local communities. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2239326,Info Integration & Informatics,Immanuel Trummer,CAREER : Mining Hints from Text Documents to Guide Automated Database Performance Tuning,4/1/23,"Database management systems ; that is , systems that process and manage large data sets , are used widely , across virtually all sectors of industry . Their performance depends on a variety of tuning decisions , determining how the system processes data internally . For lay users , it is very hard to find settings that optimize performance . This has motivated the creation of automated database tuning tools that try to find optimal settings for them . However , crucial information for database tuning is often available in the form of natural language text , including , for instance , the database manual , text documents describing data sets , as well as discussions on database-centric Internet forums . Currently , automated tools are unable to benefit from such text , making them inefficient . This project aims at creating automated database tuning tools that extract useful information for tuning from a variety of text documents . By increasing the quality of automated tuning tools , the project empowers lay users and reduces the need for highly specialized workers in industry , currently causing staff shortages and hampering the adoption of new technology . At the same time , the project aims at the creation of new teaching offerings , helping to educate the next generation of data professionals. < br/ > < br/ > < br/ > The project is divided into two primary research thrusts , dedicated to the two categories of text documents that are most useful for database system tuning : text about data sets and text about database management systems . Transformer-based language models will be used to extract relevant information from such text documents . The resulting insights can be used in multiple ways for database tuning : to guide data profiling operations prior to tuning , to refine cost models used for tuning , or to restrict the search space of tuning choices . The project will explore all of those options , combining insights gained from text with other sources of information ( e.g. , trial runs that result in performance measurements for specific tuning choices ) . The project will consider a representative set of classical database tuning problems , including , for instance , the problem of selecting auxiliary index data structures to optimally support data processing , as well as the problem of finding optimal values for database system configuration parameters . All project outcomes will be integrated into a software package for automated database tuning , using text documents as input . This software will be released to the public. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2316496,Info Integration & Informatics,Paul Rosen,CAREER : Discovering Structure in Uncertainty : Using Topology for Interactive Visualization of Uncertainty,11/1/22,"In science , ensembles are used to model uncertainties that occur in data from a variety of sources , including errors in measurements , inaccuracies in modeling , and a lack of adequate sampling . Understanding these errors is critical to improving human understanding of phenomena in many areas of science , from urban planning to astrophysics to medicine to weather forecasting , etc . This project investigates new Topological Data Analysis and visualization methods to analyze uncertain data . This will enable scientists to better understand phenomena within their domain by developing new insights and making discoveries more quickly . The techniques will be tested in collaboration with a biomedical engineering research team helping to develop new life-saving treatments for heart attacks and a research team helping to develop technologies that support a safe , clean , and reliable national energy grid . Furthermore , this project will study and advocate for integrating better teaching methodologies , such as peer review , into computer science curricula . The results will be integrated into visualization and computational geometry courses through course materials , such as design mini-challenges , and shared with the educational community through outreach activities , such as pedagogy-themed panels and workshops. < br/ > < br/ > To accomplish the goals of the project , the tools of Topological Data Analysis provide a strong theoretical basis for robustly extracting features from ensembles and designing visualizations for performing important uncertainty analysis tasks , including identifying and ranking similarities , identifying and ranking variations , and correlating topological features . This project addresses two important scientific questions : how to effectively use topology to extract features from ensembles ; and how to design visualizations for domain experts that efficiently communicate the features . To extract features from an ensemble , the project will investigate new methods of robustly comparing and contrasting the topology of multiple ensemble realizations . Then , in collaboration with domain scientists , it will design new visualization methods for efficiently and effectively comparing and exploring the features and variations within ensembles . The project web site provides additional information and will include access to developed tools , data sets , and educational content. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2239869,Robust Intelligence,Liping Liu,CAREER : New Frontiers in Graph Generation,4/1/23,"A graph is a model of many different types of connections , relationships , or networks between different entities . It can be used to represent micro-level objects , like molecules being recorded as bonds connecting atoms , and macro-level networks , like social networks consisting of connections between users . Graph structures often contain rich information and are large in scale . An important task is to synthesize new graphs that are similar to but different from existing ones . For example , a drug design task may require a model to generate new molecule graphs for screening ; and a data-sharing task for a social network may need a model to synthesize and share a graph similar to the original network , without releasing sensitive link information . This project combines neural networks and probabilistic methods to develop tools for generating new graphs for a wide range of tasks . These tools also have a solid statistical foundation and help to deepen the understanding of graph data. < br/ > < br/ > This project will advocate a new direction of developing graph generative models based on discrete sequential processes ? the generative model starts from a random or trivial graph and tailors it in multiple steps to generate a random graph . The research effort in this project has three technical aims . First , the project will develop a probabilistic framework for building graph generative models with neural networks . Second , the project will overcome efficiency issues in model training and model predictions . Third , the project will compare newly developed models with traditional random graph models to deepen the understanding of network data . From the comparison , new methods will also be developed to preserve private information in the sharing of network data . Models to be developed from this project will have a solid statistical foundation and be connected to traditional random graph models. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2238792,FRR-Foundationl Rsrch Robotics,Tapomayukh Bhattacharjee,CAREER : Not all Collisions are Bad : Leveraging Physical Interactions towards User-Empowered Robotic Caregiving,3/1/23,"Building safe , efficient , and meaningful robotic individual assistance for long-term caregiving is a grand challenge of robotics . More than a quarter of people living in the United States in 2014 had a disability , and 24.2 million people aged 18 or older required assistance with activities of daily living such as feeding , bathing , transferring , dressing , toileting , and ambulating . Caregiving robots have the potential to help increase or prolong user independence while reducing caregiver burden . However , there are hardly any caregiving robots that provide long-term care for performing activities of daily living , currently . One of the primary reasons is the fundamental limitation to which robots can reason about physical contact which is essential to perform these activities . Therefore , our key insight is to leverage this physical contact instead of avoiding them and to learn safe and efficient physical interactions while empowering the users . This Faculty Early Career Development ( CAREER ) project focuses on learning robot control policies that leverage physical contact during the activities of robot-assisted feeding and bed-bathing while empowering the users themselves with decision-making capabilities for assisting care recipients with Spinal Cord Injury. < br/ > < br/ > The goal of this project is to develop fundamental capabilities towards reshaping the field of robotic physical caregiving by designing control policies that leverage varied multimodal physical interactions to perform activities of daily living ( ADL ) safely and efficiently . This also entails addressing perception and action uncertainty in unstructured environments by empowering the users to make critical decisions without completely relying on full but fragile autonomy . The fields of assistive robotics and physical human-robot interaction have primarily focused on deliberate contact at the end-effector using carefully controlled actions that are optimized for sensing . This does not capture the realistic scenarios of physical caregiving that may require reasoning about incidental and/or distributed contacts . This project aims to cover this gap and takes the first steps towards translating laboratory research in robotic physical caregiving to real-world deployment . The research plan is organized into three thrusts where the first thrust focuses on designing autonomous control policies that use multimodal sensory inputs for safe and efficient robotic physical caregiving . The second thrust brings users in the loop to augment autonomous control policies and empowers the users by including them in the critical decision-making process . Finally , the third thrust focuses on designing control policies for robotic caregiving that can adapt to a user 's changing cognitive workload . This project focuses on the activities of robot-assisted feeding and bed-bathing and aims to evaluate these methods with individuals with C1-C4 Spinal Cord Injury in their real homes towards long-term assistance. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2238193,HCC-Human-Centered Computing,Nima Khademi Kalantari,CAREER : Sparse Sampling and Reconstruction for Rendering Through Per-Scene Optimization,7/1/23,"Computer graphics rendering is increasingly becoming an integral part of our daily lives , in applications from product and architectural design to self-driving cars , to cite just a few examples . In the context of rendering , typically an image is generated through random sampling using what are known as Monte Carlo ( MC ) algorithms , simulating how the photons emitted from the light sources interact with the objects in the virtual environment and arrive at the camera . Accurate reconstruction of an image , however , requires simulating a large number of photons , making this approach costly in terms of computational power and energy consumption . This project will dramatically reduce the number of photons required to obtain a high-quality image , thereby significantly reducing the cost . This objective is achieved by novel ways of finding high-likelihood photon paths and by enhancing the quality of the image after rendering . Project outcomes will have broad impact on applications such as those mentioned above , as well as in areas beyond graphics that also rely on MC integration . Educational and outreach activities will use compelling real-world problems and concepts in computer graphics , particularly rendering , as motivational tools to get people of diverse ages and demographic backgrounds excited about STEM. < br/ > < br/ > This research will focus on accelerating the convergence of MC rendering by developing novel methods that operate during or after rendering . The two most common categories of methods used in this setting are importance sampling ( during ) and reconstruction/denoising ( after ) . Unfortunately , the majority of existing importance sampling techniques provide path guidance locally and thereby ignore the model error on future points along the path . Moreover , current state-of-the-art reconstruction/denoising methods use a neural network trained on a set of noisy images and their corresponding ground truth , and the performance of these methods on test images that lie outside the distribution of the training data can be suboptimal . This project addresses these challenges by introducing novel frameworks that view these problems in a fundamentally different way . The specific research objectives are twofold : ( 1 ) To guide the paths according to distributions that are estimated in an error-aware manner , which requires introducing a global objective function that takes the entire path into consideration . ( 2 ) To design denoising systems that can be adapted to the test example at hand , by posing the denoising problem as an optimization problem and developing novel objectives that work effectively without the need for ground truth images. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2245739,Smart and Connected Health,Lu Wang,CRII : SCH : Interactive Explainable Deep Survival Analysis,6/1/23,"Annually , the United States spends almost 20 % of gross domestic product ( GDP ) in healthcare with growth continued to be boosted by a greying population aging into Medicare . Although the cost is huge , numerous patients fail to get timely and effective medication cure . Accurate diagnosis is critical in clinical decision making . However , ? prevention is better than cure ? as prevention and early intervention will prevent the aging people from suffering more diseases and/or more extensive treatments . Also , it is too late to build the prediction model when a lot of patients have been observed in the late stage of a progressive disease , which severely damages their health . Meanwhile , in order to be usable by healthcare providers , the prediction model needs to be interpretable and trustable . Also , efficient interaction between human stakeholders ( e.g. , developers , domain experts and/or end-users ) and clear model interpretation not only improve the model performance but also enhance human trust . The proposed research project aims at developing algorithms and methods that support implementation of trustworthy and time-efficient data-driven decision making for prevention and early intervention. < br/ > < br/ > The main approach proposed in this project is interactive explainable deep survival analysis . Survival analysis aims at predicting the time to event of interest , which is extremely beneficial in healthcare for modeling disease progression , identifying prognostic factors , assessing risk of health . This project will build deep survival analysis models in healthy aging and precision medicine to support clinical decision making , especially in the early stage of a progressive disease before a lot of patients have been suffered from that disease . Deep survival analysis is a kind of ? black box ? model that stakeholders can not tell how the model operates and how it comes to its decisions and hence limits its usage in practice . This project will develop methods to achieve both transparency and trustworthiness in deep survival analysis models with encoding of domain knowledge and expert feedback to achieve better prediction performance . More specifically , this project will propose a time-dependent counterfactual gradient integration to interpret what makes the model output differentiate from the counterfactual survival status at each time interval . This project will also incorporate feature attribution priors into the training process of deep survival analysis model to improve consistency of the explanation as well as the performance and trustworthiness of the model . Inspired by human-in-the-loop , this project will further investigate efficient schemes to mathematically formulate physicians ' qualitative feedback , and interactively incorporate them in the learning process of the model with powerful perceptual user interface to efficiently encode diverse types of feedback from physicians. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2238977,HCC-Human-Centered Computing,Allison Anderson,CAREER : Physiological Modeling of Longitudinal Human Trust in Autonomy for Operational Environments,8/1/23,"This project develops models of human trust in autonomous systems by measuring the body 's response to working with the system over time . Every day , people work with highly autonomous systems in operational environments , such as teaming with robots in warehouse distribution facilities or flying an airplane . If a person 's trust in the autonomy is too high or low relative to its capability , the person may rely on it too much or not use it at all . Trust changes over time as someone interacts with the autonomous system and learns its capabilities . However , the person 's lack of awareness of their own trust influences behavior , and as a result impacts performance and safety . It is difficult to measure someone 's trust while they are doing these tasks because accurate measurements of trust often disrupt the work being done . If trust can be measured continuously over time , the person 's interaction with the autonomous system can be made safer and more efficient . Given the increased use of autonomy across sectors including manufacturing , aerospace , the tech industry , and military , continuous measures of trust may impact US economy and security . Further , there is a need to prepare a diverse , technically trained workforce for advanced operational environments . People who will be working with autonomous systems are often not trained on the importance of trust and how it may change over time . Further , there are currently limited opportunities for underserved and underrepresented populations to enter this in-demand workforce . < br/ > < br/ > To address these needs , the project contributes to fundamental understanding of trust in operational environments by modeling trust dynamics from physiological signals . Changes in trust manifest as physiological responses , which can be detected by monitoring the heart , eye , skin , and brain . While there is increasing interest in physiological monitoring to estimate trust , this work has been constrained to the laboratory under ideal conditions and has yet to be successful applied to operational environments . This project has four Research Goals ( R # ) . R1 models initial trust with physiological features used to predict operators ' self-reported trust . R2 assesses learned trust dynamics after repeated interactions with autonomy . R3 investigates trust calibration by assessing operators ' trust dynamics when the reliability of the autonomous agent shifts . R4 seeks to understand the utility of wearable sensors to model trust in operational environments . Two demonstration environments are used : a person working with a simulated robot to fill orders in a distribution warehouse , and a person flying an aircraft with the assistance of an automated flight planner . The education component of this project has two educational goals ( E # ) to train the human-autonomous teaming ( HAT ) workforce on the importance of trust and engage the next generation of HAT researchers and operators . E1 trains operators on the importance of trust for workplace safety and performance through educational modules for HAT operators . It also informs the research goals through a series of operator interviews to define the task used in this research . E2 increases access and engagement in STEM in Colorado . The key effort in E2 administers experiential learning modules called Traveling Trunks , which are easy-to-administer lessons that use HAT as a hook to increase student interest . They are disseminated in rural , underserved high school classrooms . E2 also incorporates outreach and research mentorship to further reinforce the STEM pipeline . Together , these goals broadly promote an improved understanding of trust in autonomy to demystify its abilities and improve intelligent adoption of autonomy in operational settings. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2240133,HCC-Human-Centered Computing,Misha Sra,CAREER : Extended Reality Meets AI : Designing Interactions for Novel Human-AI Systems,9/1/23,"Research in human-computer interaction aims to develop user-centered systems that provide access to effective lifelong learning across the full range of knowledge domains and skills . A key area is learning motor or physical skills of tremendous practical ( such as training for surgery ) , scientific ( such as understanding motor memory ) and cultural ( such as music and sports ) interest . To learn new motor skills or recover them after an injury , people often need intensive training or rehabilitation therapy with an expert who can instruct , assess performance , provide feedback , support , and motivate . Working with an expert can ensure learners achieve desired results , exercise correctly , avoid injury , and gain insights into their own performance . But an expert may not always be accessible or available , particularly in situations where demand for experts exceeds supply or when people have personal , monetary , or geographic limitations that prevent access . To deal with the absence of an expert , alternatives for learning at home include books , videos , apps , and online services ( such as ClassPass , Peloton , Mirror ) . Although these options successfully provide explanations and demonstrations , none of them can provide meaningful real-time feedback to the trainees . This project leverages recent advances in Artificial Intelligence ( AI ) and eXtended Reality ( XR ) technologies to build new types of interactive motor skill training and rehabilitation systems where users receive real-time feedback from AI agents represented as 3D avatars . By building AI agents that emulate the real-time verbal and non-verbal behaviors of a human expert , the project will provide foundational knowledge on underlying principles that govern human-AI interactions in the context of motor skill learning ( specifically , rehabilitation therapy ) . The project has the potential to broaden access to motor skill learning and rehabilitation at home by reducing financial or psychological barriers at low cost , with low intrusion , and at scale . Given that algorithms are increasingly making inroads into societally consequential domains , understanding how humans and AI agents interact has broad potential implications for the design of responsible and explainable AI . < br/ > < br/ > The goal of this project is to investigate the design of AI-XR ( artificial intelligence - extended reality ) systems for motor skill learning and rehab . Specifically , the project advances a new human-AI interface paradigm in which the AI is represented as a 3D humanoid agent in XR that can mimic the real-time verbal and non-verbal behaviors of a human trainer to support motor learning in the absence of a human expert . Human expert trainers make use of multimodal feedback through visual , auditory , and haptic channels when providing the necessary explanations , demonstrations , and corrections of physical motion performance . To emulate natural interactions between a trainee and an expert trainer , the AI agents will be designed to recognize and respond to a user ? s physical actions in real-time to near-real-time , appear and act human-like , and use verbal and non-verbal behaviors ( such as eye gaze , head nods , facial expressions , and gestures ) to communicate . Developing AI agents for motor learning therefore presents numerous technical and generalizable research challenges , including ( i ) how to design effective multimodal instruction and feedback mechanisms and ( ii ) how to enable natural interactions between the user and an AI agent . To tackle these challenges , the project will implement new ( i ) algorithms and AI models for comprehensive body motion and error analysis ; ( ii ) multimodal instruction and feedback techniques ; and ( iii ) applications for fitness training and rehab that demonstrate the new human-AI interaction paradigm . The AI agent and system designs will be evaluated by performing controlled experiments with users . The evaluation of this research project will be through three applications for : ( 1 ) physical fitness , ( 2 ) sports injury rehabilitation , and ( 3 ) facial paralysis rehabilitation . Implementations of parts of this research in play- and peer-based educational activities for middle and high school students will be designed to be interactive and engaging , while eliciting problem solving and critical thinking . The goal is to guide the next generation to think deeply about AI and its implications on human behavior and by extension , on society. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2239569,HCC-Human-Centered Computing,Cheng Zhang,CAREER : Towards sensing and understanding fine-grained body postures in daily life using intelligent wearables with acoustic sensing,3/1/23,"Despite the one billion wearables in use every day , computers ' ability to recognize human activities in daily settings is still limited . One key roadblock is the inability of wearables to sense behavior-relevant information such as limb posture ( for both hands and feet ) or fine-grained details such as facial expressions . This project will enable the next generation of wearables to continuously track and interpret a key set of fine-grained body postures ( e.g. , face , hands , limbs , eyes , tongue ) in daily life using low-power , low-cost , and privacy-sensitive intelligent acoustic sensing technologies . The project outputs will help researchers and developers monitor and exploit a range of high-resolution data in everyday settings to significantly improve the performance of downstream applications in areas with positive societal impact , including accessibility , telemedicine , and activity recognition . As a demonstration , this project will use the new wearables to immediately improve the accessibility of computers for deaf and hard-of-hearing individuals as well as people with speech impairments , by advancing American Sign Language ( ASL ) and Silent Speech recognition . < br/ > < br/ > To achieve the desired goals , the research will employ an iterative and user-centered design process . First , a list of AI-powered wearables that use acoustic sensing to continuously track fine-grained postures will be developed . These wearables will be evaluated extensively and iteratively in both lab and real-world settings to ensure optimal user experience and performance , and to identify any remaining challenges . Next , the research will address the critical challenges of deploying these data-driven acoustic sensing technologies in everyday settings by using customized signal processing and AI algorithms ( such as data simulation and synthesis , data augmentation , and edge computing ) to improve the system 's generalizability across users and its robustness in the presence of noise , and to minimize training efforts while protecting user privacy . Thirdly , the research will demonstrate how these new wearables can enhance computers ' ability to understand complex human behaviors , which will naturally support users in two high-impact downstream applications : ASL and silent speech recognition . Throughout the design , development , and evaluation process , the work will be carried out in collaboration with experts in related fields ( including wearable computing , AI , linguistics , and otorhinolaryngology ) , and with partners in the target community ( including persons who are deaf and hard-of-hearing , and those with speech impairments ) . < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
2238839,HCC-Human-Centered Computing,Tzu-Mao Li,CAREER : Differentiable Programming for Visual Computing,3/1/23,"Deep neural networks are a modern machine learning method that is known to produce excellent results for processing visual data such as images and 3D content . However , deep neural networks have some known limitations . They usually do not model the underlying physical process ( e.g. , light transport or dynamics ) directly , they require significant computational resources for training and inference , and they are difficult to debug and control . On the other hand , while classical visual computing algorithms that explicitly model the formation of visual data ( e.g. , how a camera captures a picture or how objects move physically ) suffer less from these issues , they often do not apply as broadly as modern machine learning methods because they do not learn from a large amount of experience . This research will bridge the gap between the two approaches by creating classical visual computing algorithms that are differentiable . That is , the functioning of these algorithms depends smoothly on a set of internal parameters that can be tuned automatically using deep learning approaches . The project will optimize these domain-specific differentiable visual computing programs using data to get the best of both worlds . Project outcomes will have broad impact in applications such as enabling self-driving cars to make better decisions , training robots to interact with the environment using physical information , creating more realistic virtual worlds , designing buildings with better lighting , designing physical objects with desired appearance and functionality , and allowing movie artists to create better film shots . The systems developed through this research will be incorporated into new programming courses and tutorials , and the PI is committed to working with early career scholar programs to promote participation in visual computing and differentiable programming. < br/ > < br/ > This project pursues a synergistic plan that includes the design of differentiable programming systems , algorithms , and applications . To these ends , it will be necessary to adapt domain-specific algorithms and compute their derivatives in correct and efficient manners , to design new visual computing algorithms that leverage both data-driven priors and domain-specific knowledge , and to parameterize the problem for optimization to avoid local minima and satisfy constraints . Neither traditional automatic differentiation nor modern deep learning systems address these challenges . The algorithms , systems , and applications will evolve together to help each other . Concretely , this project will develop differentiable programming languages that can properly handle discontinuities , and automatically optimize code performance to efficiently process millions or billions of pixels , particles , or triangles by exploiting structured sparsity in visual computing programs . It will also develop new domain-specific differentiable visual computing algorithms with improved efficiency and accuracy in image processing and physical simulation , by retaining the structures of classical algorithms while replacing hand-built heuristic components of the algorithm with data-driven elements. < br/ > < br/ > This award reflects NSF 's statutory mission and has been deemed worthy of support through evaluation using the Foundation 's intellectual merit and broader impacts review criteria ."
